name,location,rooms,area,floor,type,price
COD E16828 - Apartament 2 Camere Decomandat Rahova,"Bucuresti, zona Rahova",2,49,Parter/8,Dec.,62.000
"Apartamentul   ""BURGESOS""  Universitate-Magheru, bloc stradal, 165 mp totali","Bucuresti, zona Universitate (Ultracentral)",4,165, 3/8,Semidec.,195.000
Apartament 2 camere| Comision 0 | Incalzire prin pardoseala,"Bucuresti, Sector 3, zona Theodor Pallady (Titan)",2,54, 1/7,Dec.,69.900
Apartament- 2 camere  -Titan -Pallady,"Bucuresti, zona 1 Decembrie 1918 (Titan)",2,64.67, 3/7,Dec.,67.749
"POZE REALE! Studio spatios, luminos, finalizare in 3 luni, metrou",Popesti-Leordeni,2,51.5, 3/6,Dec.,50.500
"Studio spatios, discount 5000 Euro - Ivory Residence, Pipera","Bucuresti, Sector 1, zona Pipera",o,35.46, 4/7,Dec.,65.250
Empire Residence | 2 camere 63 mp | metrou 1 Decembrie 1918 la 1 km | Finalizat!,"Bucuresti, zona 1 Decembrie 1918 (Titan)",2,63.06, 3/6,Dec.,87.095
Apartament 3 Camere Rond Alba Iulia/Decebal Mobilat-utilat Premium,"Bucuresti, Sector 3, zona Unirii",3,76, 4/8,Dec.,161.900
Dezvoltator Apartamente 2 Camere Militari Penny Jysk Moinesti,"Bucuresti, Sector 6, zona Drumul Taberei",2,50, 1/11,Dec.,79.900
"Ap 3,4,5 camere in Vila Boutique, Bucur Obor/Mall Veranda","Bucuresti, Sector 2, zona Obor (Colentina)",3,116.6,Parter/3,Dec.,164.900
Apartament 3 camere cu office - LUXURIA DOMENII Residence,"Bucuresti, Sector 1, zona Domenii (1 Mai)",4,107, 4/12,Dec.,271.000
Duplex boem | Blv Ferdinand I - Foisorul de Foc,"Bucuresti, zona Foisorul de Foc (Ferdinand)",4,180, 1/1,Dec.,220.000
Penthouse - 3 bedroom I 192sqm + 287sqm terraces I Herastrau I Aron Cotrus,"Bucuresti, zona Herăstrău (Herastrau)",4,192, 5/5,Semidec.,845.000
Apartament 2 Camere Parter + Curte 60 mp,"Bucuresti, zona Băneasa (Baneasa)",2,44,Parter/4,Dec.,118.000
Apartament cu 3 camere decomandat Pipera,"Bucuresti, zona Pipera",3,73.35, 7/7,Dec.,167.000
REA1013297 Apartament de 3 camere Unirii Zepter cu centrala termica,"Bucuresti, Sector 3, zona Unirii",3,76, 4/8,Dec.,149.900
Proprietar vand apartament 2 cam total decomandat Rahova langa Politie sectia 19,"Bucuresti, zona Rahova",2,50, 7/9,Dec.,75.000
COD E20159 - Apartament 3 camere decomandat Parcul carol,"Bucuresti, zona Parcul Carol",3,63, 3/4,Dec.,120.000
Apartament cu 2 camere de vanzare in zona Andronache,"Bucuresti, zona Andronache (Colentina)",2,43.1, 2/3,Dec.,92.000
Pipera | Penthouse 5 camere | Finisaje de lux,"Bucuresti, Sector 1, zona Pipera",5,259, 4/4,Dec.,2.000.000
COD E16416 - 2 CAMERE EXIGENT PLAZA -MOBILAT - UTILAT,"Bucuresti, zona Lujerului (Militari)",2,54, 9/11,Dec.,138.000
Apartament de vanzare 2 camere,"Bucuresti, Sector 1, zona Universitate (Ultracentral)",2,47, 2/5,Dec.,249.000
VANZARE APARTAMENT 2 CAMERE COCHET – ATLAS RESIDENCE AVIATIEI,"Bucuresti, Sector 1, zona Aviaţiei (Aviatiei)",2,50.6, 4/8,Semidec.,140.000
Vanzare apartament 2 camere Polona Ultracentral,"Bucuresti, zona Polonă (Dacia)",2,60, 1/3,Dec.,264.900
PENTHOUSE ONE HERASTRAU PLAZA,"Bucuresti, zona Aviaţiei (Aviatiei)",5,240, 9/9,Dec.,1.490.000
2 camere Vitan- Dristor,"Bucuresti, zona Vitan",2,50, 9/10,Semidec.,76.900
"Dezvoltator Oferta pentru plata cash, Theodor Pallady-Titan Apartments","Bucuresti, Sector 3, zona Titan",2,57.5, 1/3,Dec.,74.646
Oferta direct dezvoltator Mogosoaia-Chitila - 1classresidence.ro,Chitila,2,55, 2/2,Dec.,75.900
Dezvoltator Apartament tip Duplex 2 camere + gradina 90 mp- Cloud 9 Residence Aviatiei,"Bucuresti, Sector 2, zona Aviatiei",2,59,Parter/11,Dec.,161.000
"Penthouse exceptional, priveliste unica, Primaverii, pretabil locuinta sau birou","Bucuresti, Sector 1, zona Primăverii (Dorobanti)",4,200, 5/5,Dec.,900.000
Vanzare Apartament 3 Camere I 82 MP I Parcare Inclusa I Gradina,"Bucuresti, zona Dămăroaia (Bucurestii Noi)",3,82,Parter/3,Semidec.,197.900
"BELAIR LAKE, Penthouse NOU cu 3 camere, Locatie PREMIUM","Bucuresti, zona Iancu Nicolae (Pipera)",3,122, 3/4,Dec.,345.000
"Dezvoltator Garsoniera, finalizata, langa METROU Anghel Saligny","Bucuresti, Sector 3, zona Theodor Pallady (Titan)",o,30.61, 6/11,Dec.,61.000
Garsoniera Timpuri Noi,"Bucuresti, zona Timpuri Noi (Tineretului)",o,31, 8,Dec.,77.000
CORTINA NORTH | Vedere Libera | Balcon de 10 mp | Faza 1 | Lux,"Bucuresti, Sector 1, zona Pipera",3,81.73, 9/10,Dec.,163.000
Apartament 2 camere -Titan-Pallady-Metrou Nicolae Teclu,"Bucuresti, zona Theodor Pallady (Titan)",2,53.41, 3/11,Dec.,66.127
NOU | ANSAMBLU REZIDENTIAL | Acces rapid dublu M Crangasi si M Grozavesti,"Bucuresti, Sector 6, zona Grozavesti (Militari)",2,62.17, 1/10,Dec.,115.900
NU DOAR UN PENTHOUSE DE VANZARE IN DRAGOS VODA 17 BY ADNBA,"Bucuresti, Sector 2, zona Dacia",4,105, 3/3,Dec.,500.000
Penthouse 4 camere HERASTRAU / SOSEAUA NORDULUI,"Bucuresti, zona Herăstrău (Herastrau)",4,107, 5/5,Dec.,355.000
Apartament 3 camere Gorjului langa metrou  | Comision 0,"Bucuresti, zona Militari",3,67,Parter/14,Dec.,100.000
APARTAMENT 2 CAMERE - ROND OMV PIPERA,"Bucuresti, Sector 1, zona Pipera",2,51.83, 2,Dec.,109.000
Proiect Nou Sos. Oltenitei stradal / Piata Sudului,"Bucuresti, Sector 4, zona Olteniţei (Berceni)",2,70, 1/3,Dec.,112.200
Dezvoltator dambovita10.ro - Apartament 2 camere - Petrache Poenaru - vedere Lacul Morii,"Bucuresti, zona Grozăvesti (Militari)",2,59, 1/10,Dec.,105.900
Oferta Decembrie 3 camere Pallady Metrou Incalzire Pardoseala Terasa,"Bucuresti, Sector 3, zona Theodor Pallady (Titan)",3,94, 5/7,Dec.,109.900
"Apartament 3 camere decomandat cu balcon, IDEAL INVESTITIE!",Chiajna,3,70, 3/8,Dec.,66.500
Apartament 2 camere 64 mp | Lidl Metalurgiei | Parc Arghezi,"Bucuresti, zona Berceni",2,64, 3/5,Circular,75.000
"Apartament 2 cam de vanzare, Rosetti/Armenesc/Universitate, FARA Risc","Bucuresti, zona Ultracentral",2,33, 1/7,Dec.,57.500
APARTAMENTUL CU DE TOATE ! H PIPERA  LAKE / CURTE 32 MP,"Bucuresti, zona Pipera",2,89,Parter/7,Dec.,114.500
Dezvoltator Garsoniera Cosmopolis,Stefanestii de Jos,o,26, 5/6,Dec.,51.750
"Srudio dublu 45 mp, Et. 8/8  An. constr. 1992  Mall Vitan","Bucuresti, zona Unirii",o,45, 8/8,Dec.,73.499
Apartament 2 camere 80 mp Rahova Sos. Bucuresti Magurele,"Bucuresti, Sector 5, zona Rahova",2,60, 2/4,Semidec.,64.800
2 Camere | Decomandat | 59 mp | Zona Pacii | Militari | Comision 0%,"Bucuresti, zona Militari",2,59, 4/5,Dec.,93.000
Apartament 2 Camere -Direct Dezvoltator!!,"Bucuresti, zona Giurgiului",2,58, 1/3, 1/3,67.355
Best Deal \\ Apartament 3 camere \\ Herastrau,"Bucuresti, zona Herăstrău (Herastrau)",3,86, 1/6,Dec.,289.000
"Baneasa-Natura Residence apartament 4 cam 2010 123mp,2garaje,o boxa","Bucuresti, Sector 1, zona Băneasa (Baneasa)",4,123, 3/5,Dec.,299.900
Vanzare Studio dublu Greenfield Baneasa,"Bucuresti, Sector 1, zona Băneasa (Baneasa)",2,56.38, 7/8,Semidec.,108.800
IMOBIL TIP BOUTIQUE - APARTAMENT 2 CAMERE,"Bucuresti, zona Sălaj (Rahova)",2,55,Parter/5,Dec.,71.250
"Apartament 2 camere de vanzare, vis-a -vis de Spitalul de Urgenta Sf.Pantelimon","Bucuresti, zona Pantelimon",2,55, 5/10,Semidec.,78.500
"Militari, Dr Bacriului - 2 camere - bloc nou - mobilat/utilat",Chiajna,2,65.68, 3/3,Dec.,65.000
"Titan, Garsoniera, mobilata si utilata, 46.000 euro","Bucuresti, zona Titan",o,31, 4/10,Semidec.,46.000
VITAN - DRISTOR - 2 CAMERE - 59 mp,"Bucuresti, Sector 3, zona Vitan",2,51, 4/4,Dec.,75.000
"Garsoniera in bloc nou, etaj parter, zona Andronache, strada Oituz","Bucuresti, zona Andronache (Colentina)",o,44.5,Parter/3,Nedec.,64.999
Soho Unirii - 2 camere - curte proprie. Ocazie!,"Bucuresti, zona Unirii",2,52,Parter/6,Dec.,139.000
"Bd. Mircea Voda, Octavian Goga, Nerva Traian, 3 camere, 78mp.","Bucuresti, Sector 3, zona Octavian Goga (Unirii)",3,78, 2/8,Dec.,147.900
Dezvoltator Apartament 4 camere SMART ansamblu rezidential sustenabil,"Bucuresti, zona Aviaţiei (Aviatiei)",4,134, 7/9,Dec.,266.900
"Apartament cu 3 camere mobilat si utilat in vila Militari, Comision 0%","Bucuresti, zona Militari",3,75, 1/2,Nedec.,81.400
Apartament 2 camere cf1 dec,"Bucuresti, Sector 6, zona Păcii (Militari)",2,58.89, 4/9,Dec.,89.900
"Duplex superb cu 3 camere si gradina proprie, Drumul Potcoavei-Iancu Nicolae","Bucuresti, zona Iancu Nicolae (Pipera)",3,86,Parter/5,Dec.,250.000
Dezvoltator Apartament tip Duplex 3 camere + 2 parcari incluse - Cloud 9 Residence  Aviatiei,"Bucuresti, Sector 1, zona Aviatiei",3,118,Parter/11,Dec.,281.000
VICTORIEI TITULESCU ULTRACENTRAL STRADAL 4 CAMERE PRETABIL CABINET/BIROU/LOCUIT,"Bucuresti, Sector 1, zona Victoriei (Ultracentral)",4,90, 2/8,Semidec.,220.000
SPATIU BIROU || FINISAJE DE LUX || SUPER INVESTITIE,"Bucuresti, zona Cismigiu (Ultracentral)",4,134.3, 4/6,Semidec.,430.000
"Apartament 2 camere, Metrou Gorjului Comision 0%","Bucuresti, zona Gorjului (Militari)",2,49.95, 4/11,Dec.,79.900
Apartament spatios cu 2 camere cu debara si camera tehnica,Bragadiru,2,66, 2/4,Dec.,70.500
Apartament 4 Camere | Padurea Baneasa,"Bucuresti, zona Băneasa (Baneasa)",4,168.8, 1/6,Semidec.,472.500
Apartament 2 camere superb-Complex Cosmopolis,Ştefănestii de Jos,2,53, 8/10,Dec.,80.000
REA1013197 Studio superb Parcului20,"Bucuresti, Sector 1, zona P-ta Presei Libere (Kiseleff)",2,40, 7/11,Semidec.,97.750
"Apartament 2 camere, metrou Berceni","Popesti-Leordeni, zona Central",2,53, 1/6,Dec.,49.900
Dezvoltator GHICA APARTMENTS - STUDIO Spatios | Finalizare Rapida,"Bucuresti, Sector 2, zona Doamna Ghica (Colentina)",o,35.2,Parter/5,Dec.,57.400
Apartament 2 Camere Bulevard Brancoveanu - Turnu Magurele,"Bucuresti, zona Brâncoveanu (Berceni)",2,67,Parter/5,Dec.,87.000
[PRET PROMO] - Apartament Tip Studio 51 mp - Metrou Berceni,"Bucuresti, Sector 4, zona Berceni",2,51, 4/6,Dec.,47.900
Vanzare apartament 2 camere Natiunile Unite 82000 Euro,"Bucuresti, zona Naţiunile Unite (Unirii)",2,40, 3/5,Dec.,82.000
"Dezvoltator Apartament 3 camere, Metrou Aparatorii Patriei, Dezvoltator","Bucuresti, Sector 4, zona Berceni",3,84.3, 9/9,Dec.,99.000
Garsoniera de vanzare - Militari,Chiajna,o,40, 5/6,Semidec.,47.000
"Dezvoltator Garsoniera FINALIZATA, la 2 minute de METROU, HILS Pallady","Bucuresti, Sector 3, zona Theodor Pallady (Titan)",o,30.61, 1/11,Semidec.,62.000
REA1013495 3 camere cu centrala proprie Mircea Voda,"Bucuresti, Sector 3, zona Unirii",3,78, 2/8,Dec.,186.000
Apartament 3 camere complet mobilat si utilat zona Lacul Morii!,"Bucuresti, zona Lacul Morii (Militari)",3,63, 3/10,Semidec.,82.500
Apartament 3 camere - Terasa 34 mp - Direct dezvoltator,"Bucuresti, Sector 3, zona Theodor Pallady (Titan)",3,99, 5/5,Dec.,102.990
Promotie apartament 2 camere metrou Berceni 52 mp.,"Bucuresti, Sector 4, zona Berceni",2,52, 2/5,Dec.,46.900
Apartament 3 Camere  / Baneasa - Sisesti / 93 mp utili,"Bucuresti, zona Sisesti (Baneasa)",3,93, 1/3,Dec.,150.000
5 minute distanta de metrou -  bloc boutique,"Bucuresti, zona Mihai Bravu",2,57, 2/5,Semidec.,119.000
Dezvoltator Finalizat!2camere Parter Gradina 76.35 mp /Pipera Apartments 188/Padurea Baneasa,"Bucuresti, zona Pipera",2,128.35,Parter/5,Dec.,122.483
"Apartament de 2 camere, lux, 51 mp, parter înalt, zona Stirbei","Bucuresti, zona Stirbei Voda (Ultracentral)",2,51,Parter/7,Dec.,110.000
Apartament 2 Camere Ultra Lux Popesti Leordeni,"Popesti-Leordeni, zona Central",2,65, 2/7,Dec.,120.000
Dezvoltator Apartamente 3 Camere Militari Timisoara 56 Jysk Penny Moinesti,"Bucuresti, Sector 6, zona Militari",3,68, 3/11,Dec.,109.900
Apartament cu gradina Primaverii,"Bucuresti, zona Primăverii (Dorobanti)",4,145,Parter/6,Dec.,1.011.065
"Vanzare apartament 2 camere decomandat , mobilat, Plaza Romania-Complex GranVia","Bucuresti, Sector 6, zona Drumul Taberei",2,55, 8/11,Dec.,140.000
Vanzare Apartament | 4 Camere | Floreasca | One Mircea Eliade,"Bucuresti, zona Floreasca",4,130, 2,Dec.,745.000
Apartament 3 Camere Nerva Traian Octavian Goga Bloc 1999,"Bucuresti, zona Nerva Traian (Unirii)",3,78, 6/8,Dec.,169.961
"Apartament 2 camere - 72 mp,  direct de la dezvoltator",Tunari,2,72, 2,Dec.,74.000
Apartament frumos de 3 camere cu doua bai zona UNIRII,"Bucuresti, zona Unirii",3,77, 1/3,Dec.,215.900
Apartament 2 camere | Valleta Residence | Comision 0,"Bucuresti, zona Sisesti (Baneasa)",2,52.6, 4/5,Dec.,117.000
Apartament 4 camere decomandat - centrala proprie -zona Baicului,"Bucuresti, zona Baicului (Pantelimon)",4,91.82,Parter/4,Dec.,103.900
"Garsoniera spatioasa cu teren propriu, Popesti Leordeni - Soseaua Leordeni","Popesti-Leordeni, zona Central",o,32,Parter/3,Dec.,48.900
Apartament 4 camere cu curte proprie | Baneasa - Ambasada SUA,"Bucuresti, zona Băneasa (Baneasa)",4,155,Parter/4,Semidec.,459.999
3 camere cu gradina | Pipera Iancu Nicolae | View superb la padure,"Bucuresti, Sector 1, zona Pipera",3,94,Parter/3,Dec.,298.000
Penthouse | Aviatiei | Complet mobilat si utilat,"Bucuresti, zona Aviaţiei (Aviatiei)",4,199, 11/12,Semidec.,950.000
Apartament cu 2 camere spre vanzare in Rasarit de Soare,"Bucuresti, zona Titan",2,49.48, 7/10,Dec.,70.756
"Apartament 2 camere parter, open space, in bloc nou,  Zona Andronache.","Bucuresti, zona Andronache (Colentina)",2,63.45,Parter/3,Dec.,92.003
"Ap.2 camere la 5-6 minute de mers pana la metrou,mobilat -utilat,bine amplasat.","Popesti-Leordeni, zona Central",2,52, 3/5,Dec.,66.950
Herastrau Residence | spatios | Loc parcare subteran,"Bucuresti, zona Herăstrău (Herastrau)",3,90.7, 4/5,Dec.,284.000
Apartament 3 camere DV 24 | Loc parcare subteran | terasa 36mp | Comision 0,"Bucuresti, zona Calea Calarasilor",3,86, 9/10,Dec.,225.000
apartament 2 camere cf 1 dec,"Bucuresti, Sector 6, zona Păcii (Militari)",2,54.07, 4/9,Dec.,82.900
Dezvoltator The Level Apartments | Straulesti - Pta Presei | 3 camere | Tip 06B,"Bucuresti, Sector 1, zona P-ta Presei Libere (Kiseleff)",3,84.89, 3/7,Dec.,173.915
Apartament 2 camere | Decomandat | Mutare Imediata | Valea Cascadelor,"Bucuresti, zona Militari",2,57, 1/8,Dec.,84.761
Dezvoltator Finalizat!2 camere/ Terasa de 28 mp Etaj 1/5 Tip 13/Vis-a-Vis de Padurea Baneasa,"Bucuresti, zona Pipera",2,84, 1/5,Dec.,106.114
Apartament 3 camere bloc nou Bucuresti-Ilfov,Ştefănestii de Jos,3,63.2, 1/3,Dec.,72.600
"Proprietar apartament 2cam,decomandat,etaj 2,accept credit sau cash poze reale","Bucuresti, Sector 3, zona Titan",2,69.48, 4/10,Dec.,79.900
Dezvoltator Apartament 2 camere Colentina Proiect Nou,"Bucuresti, Sector 2, zona Doamna Ghica (Colentina)",2,58, 4/8,Dec.,105.900
Vanzare 3 camere Lacul Tei la parter S+P+3 imobil nou,"Bucuresti, Sector 2, zona Tei",3,79,Parter/3,Dec.,235.000
De vanzare apartament 2 camere Basarab,"Bucuresti, zona Basarab (Ultracentral)",2,45, 7/8,Semidec.,75.000
"PENTHOUSE 3CAM. + 3 terase, Stc=155mp","Bucuresti, zona Sisesti (Baneasa)",3,131, 5/5,Dec.,219.500
"Apartament 2 camere cf 1, decomandat","Bucuresti, Sector 6, zona Păcii (Militari)",2,55.31, 3/9,Dec.,83.900
Apartament de vânzare 2 camere,"Bucuresti, Sector 2, zona Floreasca",2,57.5, 1,Semidec.,149.756
De vanzare apartament 2 camere in Rasarit de Soare,"Bucuresti, zona Titan",2,49.48, 7/10,Dec.,70.509
Apartament 3 camere Mladinovici Dragos | Alexandru Obregia | Piata Sudului,"Bucuresti, Sector 4, zona Berceni",3,74, 7/9,Dec.,89.900
Apartament 2 Camere Bulevard Brancoveanu - Turnu Magurele,"Bucuresti, zona Brâncoveanu (Berceni)",2,56,Parter/5,Dec.,80.000
Militari-Auchan | 3 camere | bucatarie inchisa | bloc finalizat | Comision 0%,Chiajna,3,77.96, 4/10,Dec.,112.000
"Apartament 2 camere + terasa 22 mp, imobil 2023, 700 metri metrou Aurel Vlaicu","Bucuresti, Sector 1, zona Aviaţiei (Aviatiei)",2,47, 3/4,Semidec.,155.000
"LA CHEIE! centrala propie,  GATA DE MUTARE! totul nou, etaj 1/5 Bd. Pipera","Bucuresti, Sector 1, zona Pipera",2,62.2, 1/5,Dec.,125.000
Apartament 2 camere | Amazing view,"Bucuresti, zona Herăstrău (Herastrau)",2,51, 8/9,Dec.,180.000
Apart 2 camere Titan Nicolae Grigorescu Bloc Nou PRETURI PROMOTIONALE,"Bucuresti, Sector 3, zona Nicolae Grigorescu (Titan)",2,65, 1/4,Dec.,100.000
"Dezvoltator Apartament 3 camere decomandat, priveliste spectaculoasa","Bucuresti, Sector 1, zona Domenii (1 Mai)",3,72, 4/12,Dec.,198.942
"Basarabiei, apartament 2 camere spatios si luminos, bloc reabilitat","Bucuresti, zona Basarabia (Titan)",2,50, 4/4,Semidec.,63.100
BANEASA | SISESTI | METROU | PENTHOUSE 192 MP CONSTRUITI,"Bucuresti, zona Sisesti (Baneasa)",4,114, 5/5,Semidec.,230.000
"Dezvoltator Garsoniera nr 17 (mobilata) Catedral Residence, Proiect Finalizat","Bucuresti, Sector 5, zona 13 Septembrie",o,32.4, 1/4,Dec.,82.900
"Dezvoltator GARSONIERA, LANGA METROU, BVD PALLADY","Bucuresti, Sector 3, zona Theodor Pallady (Titan)",o,30.61, 9/11,Dec.,59.000
2 camere Str Zemes  - 4 min. metrou 1 Decembrie!,"Bucuresti, zona 1 Decembrie 1918 (Titan)",2,46, 4/10,Dec.,69.900
Apartament 2 Camere Bulevardul Unirii,"Bucuresti, zona Unirii",2,71, 4/8,Dec.,140.000
REA1009177 2 camere Rezidential SUN ROYAL VIEW -Piata Sudului-Direct dezvoltator,"Bucuresti, Sector 4, zona Berceni",2,71.12, 4/10,Dec.,98.670
Dezvoltator Apartament 2 camere pe malul lacului Straulesti,"Bucuresti, Sector 1, zona Sisesti (Baneasa)",2,51.76, 1/3,Dec.,110.000
"Garsoniera Spatioasa, 37mp, balcon, Calea Rahovei","Bucuresti, zona Sebastian (13 Septembrie)",o,37, 6/8,Dec.,58.900
Apartament 2 Camere Sun Plaza I Metrou I View Liber,"Bucuresti, Sector 4, zona Berceni",2,37, 5/5,Dec.,52.000
De vanzare! Apartament 3 camere in Floreasca,"Bucuresti, zona Floreasca",3,92,Parter/2,Dec.,378.900
Apartament 2 camere in zona Baneasa Aviatiei,"Bucuresti, zona Băneasa (Baneasa)",2,50.04, 2/3,Nedec.,105.000
"Dezvoltator Titan Apartments-Avantaj client pana la 5%, promo.","Bucuresti, Sector 3, zona Titan",2,58, 1/3,Dec.,75.374
Apartament superb cu boxa si loc de parcare adiacent DOROBANTI,"Bucuresti, zona Ştefan cel Mare (Stefan Cel Mare)",4,93,Mansarda/3,Dec.,269.000
3 camere semimobilat boxa Giurgiului - Drumul Gazarului,"Bucuresti, zona Giurgiului",3,63, 2/4,Semidec.,76.000
"Două camere, renovat, în bloc reabilitat","Bucuresti, zona Pantelimon",2,51, 9/10,Circular,68.000
Diamantului Residence 2 camere LIFT Comision 0% Dezvoltator,"Bragadiru, zona Nord",2,50, 3/5,Dec.,51.000
2 camere Calea Calarasi - Delea Veche!,"Bucuresti, zona P-ţa Muncii (Muncii)",2,58, 2/9,Dec.,100.000
Apartament 3 Camere Bd Unirii Zepter Centrala Proprie,"Bucuresti, zona Unirii",3,76, 4/8,Dec.,149.900
Apartament 4 camere | Auchan Vitan | 0% Comision,"Bucuresti, zona Vitan",4,102, 4/10,Dec.,179.900
Apartament 2 camere Victoriei - Cismigiu,"Bucuresti, Sector 1, zona Victoriei (Ultracentral)",2,53, 2,Dec.,99.800
"Dezvoltator Apartament 2 camere decomandat, incalzire in pardoseala Titan Parcul Teilor","Bucuresti, Sector 3, zona Titan",2,65, 1/5,Dec.,78.950
Piata  Iancului / Metrou / bl 1989 / decomandat/,"Bucuresti, zona Iancului",3,83, 7/9,Dec.,135.000
"CEL MAI BUN PRET! Studio, proiect nou, finalizare Decembrie, metrou, exclusiv","Popesti-Leordeni, zona Sud",2,42.5, 5/6,Dec.,39.900
"LA CHEIE, centrala proprie, incalzire pardoseala, finisaje inclus in pret, LUX","Bucuresti, Sector 1, zona Pipera",2,58.72, 2/3,Dec.,120.000
Dezvoltator Apartament la doar 3 minute de metrou in Estoria City - faza a 2-a,"Bucuresti, Sector 3, zona Titan",3,71.27, 5/7,Dec.,120.000
Duplex in vila/ ultracentral - Cismigiu,"Bucuresti, Sector 1, zona Cismigiu (Ultracentral)",5,122, 1/1,Semidec.,232.000
"APARTAMENT 2 CAMERE DRISTOR STRADAL, RENOVAT, LA 1 MINUT DE METROU DRISTOR","Bucuresti, Sector 3, zona Dristor",2,50,Parter,Dec.,124.000
Vanzare apartament 3 camere Herastrau,"Bucuresti, Sector 1, zona Herăstrău (Herastrau)",3,118, 1/6,Semidec.,358.000
"4 camere decomandat, Drumul Taberei","Bucuresti, zona Drumul Taberei",4,73, 1/4,Dec.,95.000
Soseaua Oltenitei 6 minute metrou 2 camere tip penthouse,"Bucuresti, Sector 4, zona Olteniţei (Berceni)",2,115, 5/5,Dec.,100.000
[POSTALIONULUI-2 minute statie STB-BLOC FINALIZAT] Apartament 2 camere 58 mp,"Bucuresti, Sector 4, zona Berceni",2,58, 1/4,Dec.,68.900
REA1007368 3 CAMERE PARC MARIN PREDA,"Bucuresti, Sector 6, zona Crângasi (Crangasi)",3,58.56, 4/4,Semidec.,67.500
(AP.35/3/BL.2) 3 camere Titan - Th. Pallady - Metrou Teclu,"Bucuresti, zona Theodor Pallady (Titan)",3,79.31, 3/3,Dec.,83.087
NEXO-TIMPURI NOI—POMPE CALDURA/costuri reduse-,"Bucuresti, Sector 3, zona Timpuri Noi (Tineretului)",3,88.65, 1/4,Semidec.,179.900
Apartament 2 Camere de Vanzare Bucuresti-Ilfov/Bragadiru,"Bragadiru, zona Sud",2,49.43,Parter/5,Dec.,58.000
Oferta - 2 camere mobilat si utilat complet,"Bucuresti, zona Berceni",2,45.85, 3/8,Dec.,72.000
***MTM Pipera Residence***  OMV Pipera - Penthouse 4 camere - CEL MAI BUN PRET !,"Bucuresti, zona Pipera",4,164.37, 5/5,Dec.,366.500
Apartament 4 camere zona Baneasa-Sisesti  2 locuri de parcare,"Bucuresti, zona Băneasa (Baneasa)",4,100, 9/10,Dec.,250.000
Apartament 2 camere de vanzare cu loc parcare subteran! H Pipera,"Bucuresti, zona Pipera",2,51.7,Parter/7,Dec.,150.000
Garsoniera de vanzare,"Popesti-Leordeni, zona Central",o,34, 1/3,Dec.,47.600
"apartament 3 camere , Titan, Liviu Rebreanu , bloc nou, 90mp, mobilat si utilat","Bucuresti, zona Titan",3,82, 9/11,Dec.,120.000
Apartament 3 camere si loc de parcare de vanzare Cosmopolis Bucuresti,Ştefănestii de Jos,3,55.2, 10/10,Semidec.,80.000
"Vanzare apartment 3 camere, Politehnica Residence-bloc 2015","Bucuresti, zona Politehnica (Militari)",3,76.09, 2/11,Semidec.,196.900
"VETERANILOR, LUJERULUI, Cora, metrou, dec., cf.1,1980, COMISION 0","Bucuresti, Sector 6, zona Militari",3,71, 4/14,Dec.,83.000
COD E14671 -Apartament  2 camere -stradal - Rond Piata Sudului,"Bucuresti, zona Alexandru Obregia (Berceni)",2,45, 2/10,Dec.,65.000
Apartament 3 camere bloc nou Bucuresti-Ilfov,Ştefănestii de Jos,3,60, 2/3,Dec.,67.995
